metagenre,vol,num,author,author_std,title,subtitle,editorial,genre,city,publisher,year,series,pages,printrun,price,contents
nonfic,1932-1939,1266,"Жаров, Ф. О.",ЖаровФО,Крым,Утв. Наркомпросом РСФСР,nan,nan,М.,Учпедгиз,1936.0,Библиотека по географии,120.0,30000.0,1.8,nan
fic,1932-1939,1267,"Жаткин, П.; Ильинский, Ф.",ЖаткинП,Веселый контроль,Последний клин,nan,nan,М.,Цедрам,1934.0,nan,25.0,2000.0,3.0,nan
method,1932-1939,1269,"Жекулин, С. А.",ЖекулинСА,Беседа с детьми о правилах уличного движения,nan,nan,nan,М.,Акад. пед. наук СССР,1939.0,Научно-иселед. ин-т транспорта Моссовета,28.0,3000.0,1.0,nan
method,1932-1939,1270,NOAUTHOR,nan,Железная дорога,nan,nan,nan,М.,Сотрудник,1935.0,Для умелых рук,2.0,10000.0,0.8,nan
coloring,1932-1939,1271,NOAUTHOR,nan,Железнодорожное депо,Лист для вырезки,"Под ред. М. Бабич. Художн, Д. Санников и Т. Шевяков.",nan,Л.,Огиз—Молодая гвардия,1932.0,nan,nan,25000.0,0.5,nan
nonfic,1932-1939,1272,"Жемчужина, С.",ЖемчужинаС,Броненосец революции,nan,Рис. и обл. Недбайло.,nan,М.,Огиз—Молодая гвардия,1932.0,nan,40.0,25300.0,0.35,nan
nonfic,1932-1939,1273,"Жиганков, П.",ЖиганковП,Звезды,nan,Рис. Д. Мельникова.,nan,М.,Огиз—Молодая гвардия,1932.0,nan,16.0,200000.0,0.15,nan
fic,1932-1939,1275,NOAUTHOR,nan,Жизнь хороша,Сборник творческого литературного кружка Дзержинского райдома пионеров,Под общей ред. Ст. Злобина. Обл. и рис. художн. А. Брея.,nan,М.,Дзержинский райдом пионеров,1933.0,nan,30.0,1000.0,nan,nan
fic,1932-1939,1305,"Жмылев, Н.",ЖмылевН,Пытливые ребята,nan,nan,nan,Куйбышев,Областное кн-во,1939.0,nan,84.0,8000.0,1.5,nan
nonfic,1932-1939,1306,"Жмылев, Н.",ЖмылевН,Смотри в оба,nan,Обл. Н. Потапова. Илл. Н. Потапова и А. Зво-ярного.,nan,Москва; Самара,Средневолжское краевое изд-во,1932.0,nan,68.0,4000.0,0.65,nan
method,1932-1939,1307,NOAUTHOR,nan,Жонглер. Ходьба с биноклем. Удочки,Описание игр,Сост. С.  М. Шитик.,nan,М.,Акад. пед. наук СССР,1938.0,Центр. дом худож. воспитания детей. Передвижные аттракционы,8.0,3000.0,0.2,nan
method,1932-1939,1308,NOAUTHOR,nan,Жонглер. Ходьба с биноклем. Удочки,Описание игр,Сост. С. М. Шитик.,nan,М.,Акад. пед. наук СССР,1939.0,Центр. дом худож. воспитания детей. Передвижные аттракционы,4.0,5000.0,nan,nan
method,1932-1939,1309,"Жуков, А. Я.",ЖуковАЯ,Парусная шхуна,nan,nan,nan,Сталинград,Акад. пед. наук СССР,1937.0,Наркомпрос РСФСР. Обл. детская технич. станция,3.0,1000.0,nan,nan
nonfic,1932-1939,1310,"Жуков, Б.",ЖуковБ,Бронесилы,nan,nan,nan,М.,Огиз—Молодая гвардия,1932.0,nan,24.0,25300.0,0.35,nan
nonfic,1932-1939,1311,"Жуков, Б.",ЖуковБ,Как вооружены капиталисты,nan,nan,nan,М.,Огиз—Молодая гвардия,1931.0,nan,1.0,25000.0,0.35,nan
fic,1932-1939,1318,"Жулев, П.",ЖулевП,Как живет Тиб,nan,Рис. Ю. Сырнева.,nan,М.; Л.,Огиз—Молодая гвардия,1932.0,nan,16.0,50000.0,0.15,nan
fic,1932-1939,1320,NOAUTHOR,nan,Забавные зверята,nan,nan,nan,М.,Кооп. т-во Маяк,1939.0,nan,8.0,20000.0,2.5,nan
fic,1932-1939,1328,"Заблоцкий, М.",ЗаблоцкийМ,Фруктовый цех,nan,nan,nan,Л.,Лоиз,1933.0,Библиотека «Ленинских искр»,64.0,15000.0,1.0,nan
method,1932-1939,1329,"Заболотский, П.",ЗаболотскийП,"Кружки юных пожарных, их работа в городе и на селе",nan,nan,nan,Муром,Управление пожарной охраны,1932.0,КЮП,18.0,2000.0,nan,nan
nonfic,1932-1939,1330,"Заболотский, П.",ЗаболотскийП,Экскурсия на электростанцию,nan,nan,nan,Л.,Ленингр. обл. детская эк-скурсионно-туристич. станция,1935.0,nan,8.0,100.0,nan,nan
nonfic,1932-1939,1333,NOAUTHOR,nan,Завоевание воздуха,Тема Н. Гольдер,Рис. В. Гесснер.,nan,Кременчуг,изд. ОАХ Дзержинского совета,1933.0,nan,12.0,50000.0,0.5,nan
method,1932-1939,1339,NOAUTHOR,nan,"Задание по живописи, натюрморт акварелью",Разраб. Г. Назаревской,nan,nan,М.,Акад. пед. наук СССР,1937.0,nan,nan,nan,0.15,nan
method,1932-1939,1340,NOAUTHOR,nan,Задачи и головоломки на шашечной доске,nan,nan,nan,М.,Сотрудник,1939.0,nan,16.0,20000.0,1.25,nan
method,1932-1939,1342,NOAUTHOR,nan,За зеленые насаждения,Памятка пионеротряду и школе по проведению «месячника леса»,nan,nan,М.,Ред. изд. сектора Мособлисполкома,1934.0,МОНО-МБ ДКО МК ВЛКСМ и обл. комиссия по проведению «месячника леса» при Мособлиспэлкоме. Моек. обл. детская технич. и с.-х. станция,15.0,10000.0,nan,nan
method,1932-1939,1343,NOAUTHOR,nan,За изучение природы нашего края,nan,nan,nan,Боровичи,Акад. пед. наук СССР,1933.0,Боровичский краеведческий музей. Ко всем учащимся ШКМ,4.0,250.0,nan,nan
nonfic,1932-1939,1345,"Зайков, А. М.",ЗайковАМ,Как болото взяли в работу,Электростанция на торфе,nan,nan,М.; Л.,Учпедгиз,1932.0,nan,40.0,5000.0,0.55,nan
nonfic,1932-1939,1346,"Зайков, А. М.",ЗайковАМ,Ситец,nan,Рис. и оформление В. Лотониной.,nan,М.,Огиз—Молодая гвардия,1933.0,nan,72.0,25300.0,1.25,nan
fic,1932-1939,1347,"Зак, А. А.",ЗакАА,Цветная путаница,nan,Художн. В. Н. Добровольский. Вып. I.,nan,М.,Кооп. т-во художников Маяк,1939.0,nan,12.0,50000.0,1.0,nan
nonfic,1932-1939,1348,"Закладная, В.",ЗакладнаяВ,Мясная фабрика,nan,nan,nan,М.; Л.,Огиз—Молодая гвардия,1932.0,nan,16.0,50000.0,0.25,nan
fic,1932-1939,1355,"Занадворов, В.",ЗанадворовВ,Медная гора,nan,nan,nan,Свердловск,Областное изд-во,1936.0,nan,125.0,5000.0,1.55,nan
method,1932-1939,1356,"Занегин, М. Н.",ЗанегинМН,Военные игры юных пионеров,nan,nan,nan,М.,Огиз—Молодая гвардия,1937.0,nan,158.0,25500.0,2.25,nan
method,1932-1939,1357,"Занегин, М. Н.",ЗанегинМН,Детский       противогаз — «ДП-1»,"Памятка вожатому, педагогу, инструктору ПВО и юному другу Осоавиахима",nan,nan,М.,ЦС Осоавиахима СССР,1934.0,Центр. детская военная станция ЮДО ЦБ ДКО ЦК ВЛКСМ и ЦС Союза Осоавиахима СССР,29.0,50000.0,nan,nan
method,1932-1939,1358,"Занегин, М. Н.",ЗанегинМН,Пневматическая винтовка,nan,nan,nan,М.,Редиздат ЦС Осоавиахима СССР,1938.0,nan,72.0,40000.0,0.8,nan
method,1932-1939,1359,"Занегин, М. Н.",ЗанегинМН,Юный гранатометчик,nan,nan,nan,М.,Редиздат ЦС Осоавиахима СССР,1939.0,nan,36.0,50000.0,0.35,nan
method,1932-1939,1360,"Занегин, М. Н.",ЗанегинМН,Юный связист,nan,nan,nan,М.,ЦС Союза Осоавиахима СССР,1936.0,nan,48.0,10000.0,0.4,nan
method,1932-1939,1361,"Занегин, М. Н.",ЗанегинМН,Юный стрелок,nan,Художн. М. Калишевич.,nan,М.,Редиздат ЦС Осоавиахима СССР,1939.0,nan,96.0,25000.0,1.0,nan
method,1932-1939,1362,"Занегин, М. Н.",ЗанегинМН,Юный стрелок,nan,Изд. 2-е.,nan,М.,Редиздат ЦС Осоавиахима СССР,1939.0,nan,80.0,25000.0,0.8,nan
method,1932-1939,1363,NOAUTHOR,nan,Занимательные путешествия,Задачи-головоломки для развлечения на досуге,nan,nan,М.,Сотрудник,1939.0,nan,20.0,11000.0,1.0,nan
method,1932-1939,1364,NOAUTHOR,nan,За образцовый социалистический Ленинград,Сборник составили Г. П. Васильев и М. П. Ивановский,Фото Магазинера. Оформление Н. Муратова.,nan,Л.,Лоиз,1932.0,Политехнич. библиотека «Ленинских искр»,80.0,15000.0,0.75,nan
fic,1932-1939,1366,"Западов, А.",ЗападовА,Ударники,nan,Обл. и рис. Г. Бибикова.,nan,М.; Л.,Огиз—Молодая гвардия,1932.0,nan,16.0,25000.0,0.25,nan
method,1932-1939,1368,NOAUTHOR,nan,За три оборонных значка,nan,nan,nan,М.,ЦС Союза Осоавиахима СССР,1937.0,"«Пионерская правда», газ. Москва",24.0,25000.0,nan,nan
coloring,1932-1939,1375,NOAUTHOR,nan,Звери и животные,Раскраска,nan,nan,Л.,Кооп. т-во Маяк,1939.0,nan,12.0,40000.0,1.0,nan
nonfic,1932-1939,1376,"Зворыкин, Н. А.",ЗворыкинНА,Повадки животных,nan,"Изд. 3-е, перераб.",nan,М.; Л.,Медгиз,1939.0,Школьная серия,172.0,15000.0,2.4,nan
method,1932-1939,1377,NOAUTHOR,nan,"Здравствуйте, товарищи",nan,Рис. B.  Новикова.,nan,Л.,Лоиз,1932.0,Библиотека «Ленинских искр»,72.0,30000.0,0.3,nan
method,1932-1939,1378,"Зеленская, Н. О.",ЗеленскаяНО,Литературные игры,nan,Сост. Н. О. Зеленская. Лит. секция Краевого ДХВД.,nan,Ростов-на-Дону,Бюро хозбюллетеней,1935.0,"В помощь педагогам школ, вожатым пионеротрядов и руководителям лит. кружков школ и домов колхозных ребят",19.0,3000.0,0.3,nan
nonfic,1932-1939,1384,"Зискинд, Б. Г.",ЗискиндБГ,"Редкие газы: гелий, неон, аргон, криптон, ксенон, эманация и их техническое применение",nan,nan,nan,М.; Л.,Огиз — Учпедгиз,1932.0,Рабочая школьная библиотека. Серия по химии. Под ред. П. П. Лебедева,32.0,5000.0,0.3,nan
nonfic,1932-1939,1385,"Зиф, О.",ЗифО,Твои друзья,Беседа о детях за рубежом,nan,nan,М.,Огиз—Молодая гвардия,1939.0,Библиотечка пионервожатого «Читай и обсуждай на сборах»,72.0,25000.0,0.5,nan
method,1932-1939,1386,"Зиядинов, Б.; Гошкин, В.",ЗиядиновБ,Памятка пионеру о разведении и уходе за кроликами,nan,nan,nan,Симферополь,Крымгосиздат,1932.0,Крымская обл. детская технич. и с.-х. станция ОБ ДКО ОК ВЛКСМ,26.0,3000.0,0.25,nan
method,1932-1939,1386,"Зиядинов, Б.; Гошкин, В.",ГошкинВ,Памятка пионеру о разведении и уходе за кроликами,nan,nan,nan,Симферополь,Крымгосиздат,1932.0,Крымская обл. детская технич. и с.-х. станция ОБ ДКО ОК ВЛКСМ,26.0,3000.0,0.25,nan
nonfic,1932-1939,1393,NOAUTHOR,nan,Змеи,Город за городом,nan,nan,М.,Акад. пед. наук СССР,1939.0,Центр. дом худож. воспитания детей НКП РСФСР. Подвижные игры,4.0,5000.0,0.15,nan
fic,1932-1939,1403,NOAUTHOR,nan,Золотое детство,Сборник творчества пионеров и школьников Казахстана,nan,nan,Алма-Ата,Комсомольское изд-во Казахской АССР,1939.0,nan,116.0,15000.0,4.0,"Джамбул  — Учись, малыш; О Сталине мудром, родном и любимом прекрасные песни поем: Жак-сыбай Сармашев — О Сталине мудром я песню пою (стихи); Тур-сынбек Жабаев — Сталин — солнце, светящее вечно (стихи); Вадим Скакун — Имя Сталина — в миллионах сердец (стихи); Казанкай Ешниязов—Отец любимый, Сталин (стихи); Виктор Федоров — Партия к победам нас ведет (стихи); Турсынбек Жабаев — В гении Сталина — ум мудреца и сила (стихи); К; Бекжанов — Сталин — сердце страны (стихи); Желыби-на — Под советской звездой (стихи); Ахметжан Канапин — Вечно живи, Сталин (стихи); Шумакан Айдаков — Сталин (стихи); Шаки-тай Айутов — Великий праздник (стихи); Золотое детство нам страна дала: Турсынбек Жабаев — Мы счастливей всех на свете (стихи); Мамедьяр Оширба-ев — Счастливая жизнь (стихи); Лида Дорофеева — Родина (стихи); Жазыкбай Алиев — Пришла весна (стихи); Вася Андреев — Наша страна (стихи); Акмыш — Весна (стихи); Хамитова — лагерь наш веселый (стихи); Федя Мельников— Костер (стихи); Шура Лебедев— В походе (очерк); В; Го-робченко — Песня о нашей стране (стихи); Миша Хлыстов, Клава Павлова, Коля Киселев, Коля Шибалов — Рассказы о руднике Акжал; Есет Аулкебаев — Серго жив (стихи); Владимир Савченко— Смело вперед мы шагаем (песенка); П; Кожевникова — Пусть песня звенит (стихи); Мика Дониге-вич — Четверка отважных советских сынов (стихи); Амантай Бай-танаев — Новая песня (стихи); Анарбек Жигитеков — Колыбельная (стихи); Илья Колчин, В; Озеров, Женя Мазохина, Мика Донигевич, Огай Самсон — народному акыну Казахстана Джамбулу Джабаеву (стихи); Рахмет Джексембин — Нестареющему акыну (стихи); Федя Мельников — Я песни простые твои полюбил (стихи); Пырамбет Крыкба-ев — Лей звонкую песню, отец (стихи); Если завтра война: Джумакан Траушин — Если завтра война (стихи); Женя Горбачев — О родине песню пою (стихи); Нюся Солодухина — Клим Ворошилов нас в бой поведет (стихи); А; Кулумбетов — За родину жизнь отдам (стихи); Надя Белоенко — Пограничная песенка (стихи); Сагидула Еркасимов — Красный герой (стихи); Илья К олчин — Будем примером для всех ребят (стихи); Его же — На посту (рассказ); 3; Ибраев — Красной армии (стихи); Миша Капустин — Песня про Дальний Восток (ноты к песне — Вани Цыганова); А; Бродский — Готовы мы всегда (стихи); Его же — Летчику (стихи); Миша Петров — Мы встанем с винтовкой в руках (стихи)"
fic,1932-1939,1405,NOAUTHOR,nan,Золотые зерна,Детский альманах,Под ред. К. В. Рождественской.,nan,Свердловск,Свердлгиз,1939.0,nan,240.0,10000.0,4.8,А; Бармин — Золотые зерна; Е; Колдунков — Зеленая кобылка; П; Бажов — Золотой волос; А; Савчук — На монгольской границе; Ф; Тархане-ев — У забытой шахты; Н; Иванченко — Снегирь; А; Конкин — В подземном лабиринте; Ф; Тар-ханеев — Через Нарымский хребет; В; Ляпустин — Дворец пионеров
method,1932-1939,1407,"Зонненштраль, Е.",ЗонненштральЕ,Я печатник,nan,Рис. К. Кузнецова.,nan,М.,Огиз—Молодая гвардия,1932.0,nan,12.0,50000.0,0.35,nan
nonfic,1932-1939,1408,NOAUTHOR,nan,Зоопарк,nan,Рис. А. Петрушко.,nan,Харьков,Харьковский обл. комитет Красного креста,1933.0,nan,11.0,100000.0,0.4,nan
coloring,1932-1939,1409,NOAUTHOR,nan,Зоопарк,nan,Постановка для теневого театра. Текст Л. Пеньевской. Указания Т. Караманенко. «Шаловливые цыплята». Постановка для теневого театра. Текст и указания Т. Караманенко. Рис. Н. Танашевич.,nan,М.,Акад. пед. наук СССР,1939.0,Центр. дом худож. воспитания детей НКП РСФСР. Худож. материал,12.0,5000.0,nan,nan
nonfic,1932-1939,1410,Зорин А. П. [Уржумский П.],ЗоринАП,Иоканьга,nan,Изд. 3-е.,nan,Архангельск,Севкрайгиз,1934.0,Северная краевая детско-юношеская библиотека,44.0,5000.0,0.5,nan
fic,1932-1939,1411,Зорин А. П. [Уржумский П.],ЗоринАП,Мудьюг,nan,Изд. 3-е.,nan,Архангельск,Севкрайгиз,1934.0,Северная краевая детско-юношеская библиотека,32.0,5000.0,0.5,nan
nonfic,1932-1939,1418,"Зубков, В. В.",ЗубковВВ,Полезные ископаемые Подмосковного бассейна,nan,nan,nan,М.; Л.,"ОНТИ, НКПТ СССР, Гео-логоразведиздат",1933.0,Юношеская научно-технич. библиотека,41.0,5060.0,0.6,nan
fic,1932-1939,1421,"Иваненко, В.; Китаин, А.",ИваненкоВ,Рахим в лагере,nan,nan,nan,Ташкент,Узгосиздат,1935.0,Центр. дом вожатого УзССР,48.0,5125.0,0.75,nan
fic,1932-1939,1421,"Иваненко, В.; Китаин, А.",КитаинА,Рахим в лагере,nan,nan,nan,Ташкент,Узгосиздат,1935.0,Центр. дом вожатого УзССР,48.0,5125.0,0.75,nan
fic,1932-1939,1423,NOAUTHOR,nan,Иван Иванович Иванов — Веселый математик,nan,Рис. и обл. ху-дожн. М. Горшмана и М. Аксельрода.,nan,М.,Огиз—Молодая гвардия,1933.0,nan,64.0,65300.0,1.6,nan
nonfic,1932-1939,1427,"Иванов, Вл. В.",ИвановВлВ,Карта мира,nan,Рис. А. Давыдовой.,nan,М.; Л.,Детиздат,1937.0,nan,112.0,25300.0,3.25,nan
nonfic,1932-1939,1436,"Ивич, А.",ИвичА,Приключения изобретений,nan,"Переплет А. И. Щербакова. Изд. 2-е, перераб.",nan,М.,Детиздат,1935.0,nan,200.0,30000.0,3.25,nan
nonfic,1932-1939,1437,"Ивич, А.",ИвичА,Приключения изобретений,nan,"Рис. В. Сурьянинова. Изд. 3-е, доп. и исправл.",nan,М.; Л.,Детиздат,1939.0,nan,176.0,10000.0,5.0,nan
method,1932-1939,1438,NOAUTHOR,nan,Игры-аттракционы,nan,nan,nan,М.,Акад. пед. наук СССР,1937.0,Центр. дом худож. воспитания детей РСФСР,12.0,6000.0,0.3,nan
method,1932-1939,1439,NOAUTHOR,nan,Игры в начальной школе,Сборник,Под общей ред. Л. Бы-леевой.,nan,М.,Учпедгиз,1937.0,Центр. дом худож. воспитания детей РСФСР,127.0,30000.0,1.15,nan
method,1932-1939,1440,NOAUTHOR,nan,Игры для детей от 10 лет и старше,nan,nan,nan,Ижевск,Удмуртский ЦДХВД,1935.0,nan,16.0,2000.0,0.1,nan
method,1932-1939,1441,NOAUTHOR,nan,Игры для ребят,nan,nan,nan,Волочиск,Акад. пед. наук СССР,1935.0,nan,31.0,300.0,nan,nan
method,1932-1939,1442,NOAUTHOR,nan,Игры и развлечения,Сборник,Изд. 2-е.,nan,М.,Московский рабочий,1938.0,Центр. парк культуры и отдыха им. А. М. Горького,180.0,15000.0,1.5,nan
method,1932-1939,1443,NOAUTHOR,nan,Игры и развлечения юных пионеров,"Сборник,",Сост. Д. В. Вшивцев и С. А. Широкшин.,nan,Киров,Областное кн-во,1939.0,nan,144.0,10000.0,2.25,nan
method,1932-1939,1444,NOAUTHOR,nan,Игры октябрят,nan,"Сост. Н. Панова, Гаврилова, Е. Трестман, А. Покровская. Переплет В. Резникова.",nan,М.,Огиз—Молодая гвардия,1937.0,nan,142.0,40000.0,2.25,nan
method,1932-1939,1445,NOAUTHOR,nan,Игры октябрят и пионеров,"Игры, развивающие общественные качества: коллективизм, ответственность, чувство товарищества, дисциплинированность",nan,nan,Пермь,"Горком комсомола, Отд. пионеров",1937.0,nan,14.0,1000.0,nan,nan
nonfic,1932-1939,1446,"Иевлев, С. Ф.",ИевлевСФ,Наш северный терпентин,nan,Обл. В. Постникова.,nan,Архангельск,Севкрайгиз,1934.0,Северная . краевая библиотека школ повышенного типа,80.0,7000.0,0.5,nan
method,1932-1939,1447,NOAUTHOR,nan,Из трех красок сделай шесть,nan,Картинки и текст художн. В. Кедрина.,nan,Харьков,Ленизо,1934.0,nan,24.0,75000.0,1.0,nan
method,1932-1939,1449,"Ильин, Г. Г.",ИльинГГ,Карнавальное катание на льду,nan,nan,nan,М.,Акад. пед. наук СССР,1938.0,Центр. дом худож. воспитания детей РСФСР,20.0,3000.0,0.7,nan
method,1932-1939,1450,"Ильин, Г. Г.",ИльинГГ,Новогодний бал.  ников старших классов,nan,nan,nan,М.,Акад. пед. наук СССР,1938.0,Центр. дом худож. воспитания детей РСФСР,20.0,3000.0,0.7,nan
nonfic,1932-1939,1457,"Ильин, М.",ИльинМЯ,Завод в кастрюле,nan,Рис. и обл. М. Цехановского. Изд. 2-е.,nan,М.; Л.,Огиз—Молодая гвардия,1932.0,nan,32.0,10000.0,0.3,nan
nonfic,1932-1939,1458,"Ильин, М.",ИльинМЯ,Как автомобиль учился ходить,nan,Рис. и обл. В. Тамби. Изд. 3- е.,nan,Л.,"Детгиз, Ленингр. отделение",1934.0,nan,20.0,100325.0,0.3,nan
nonfic,1932-1939,1459,"Ильин, М.",ИльинМЯ,Как автомобиль учился ходить,nan,Рис. и обл. В. Тамби. Изд. 4- е.,nan,Л.,"Гос. изд-во детской лит-ры, Ленингр. отделение",1935.0,nan,24.0,50000.0,0.2,nan
nonfic,1932-1939,1460,"Ильин, М.",ИльинМЯ,Как автомобиль учился ходить,nan,Рис. и обл. В. Тамби. Изд. 5- е.,nan,Л.,Детиздат,1936.0,nan,24.0,100000.0,0.5,nan
nonfic,1932-1939,1461,"Ильин, М.",ИльинМЯ,Как автомобиль учился ходить,nan,Рис. и обл. В. Тамби. Изд. 6- е.,nan,М.; Л.,Детиздат,1937.0,nan,23.0,25000.0,0.4,nan
nonfic,1932-1939,1476,"Ильин, М.",ИльинМЯ,Сто тысяч почему,Путешествие по комнате,Рис. Н. Лапшина. Изд. 3-е.,nan,Л.; М.,Огиз—Молодая гвардия,1933.0,nan,148.0,20325.0,1.3,nan
nonfic,1932-1939,1477,"Ильин, М.",ИльинМЯ,Сто тысяч почему,Путешествие по комнате,Рис. Н. Лапшина. Изд. 4-е.,nan,Л.,"Детгиз, Ленингр. отделение",1934.0,nan,148.0,50325.0,1.0,nan
nonfic,1932-1939,1478,"Ильин, М.",ИльинМЯ,Сто тысяч почему,Путешествие по комнате,Рис. Н. Лапшина. Изд. 5-е.,nan,Л.,Лендетгиз,1935.0,nan,120.0,50000.0,2.0,nan
nonfic,1932-1939,1479,"Ильин, М.",ИльинМЯ,Сто тысяч почему,Путешествие по комнате,Рис. Н. Лапшина. Изд. 6-е.,nan,Л.,Детиздат,1936.0,nan,120.0,50000.0,2.0,nan
method,1932-1939,1487,NOAUTHOR,nan,Индукционный мотор однофазного тока,nan,nan,nan,М.; Л.,Гос. техн.-теоретич. изд-во,1934.0,Центр. детская технич. станция НКП РСФСР,7.0,50000.0,0.1,nan
method,1932-1939,1488,NOAUTHOR,nan,Инструкция к авиамодельным посылкам «А» и «В»,nan,nan,nan,М.,ЦС Союза Осоавиахима СССР,1937.0,Планерный завод Союзснабосоавиахима,16.0,100000.0,nan,nan
method,1932-1939,1489,NOAUTHOR,nan,Инструкция к авиамодельной посылке «Воздушный шар монгольфьер»,nan,nan,nan,М.,ЦС Союза Осоавиахима СССР,1937.0,Планерный завод Союзснабосоавиахима,8.0,25000.0,nan,nan
method,1932-1939,1490,NOAUTHOR,nan,Инструкция к планерам «К-21» и «К-22»,nan,nan,nan,М.,Акад. пед. наук СССР,1938.0,nan,7.0,10000.0,nan,nan
fic,1932-1939,1491,"Иогансен, М. Г.",ИогансенМГ,Старый вепер,nan,Илл. Е. Рачева. Харкiв,nan,Одесса,Дитвидав УССР,1936.0,nan,30.0,20000.0,0.45,nan
fic,1932-1939,1492,"Иогансен, М. Г.",ИогансенМГ,Хитрые утки,nan,Рис. Е. Рачева.,nan,М.; Л.,Детиздат,1936.0,nan,95.0,25000.0,3.75,nan
method,1932-1939,1493,"Иогансон, О. П.",ИогансонОП,Зоологическое лото,nan,Рис. художн. Д. Горлова.,nan,М.,Красная игрушка,1932.0,nan,16.0,10000.0,nan,nan
method,1932-1939,1494,"Ипполитов, П. А.",ИпполитовПА,Юные конькобежцы,nan,nan,nan,М.,Огиз—Молодая гвардия,1935.0,nan,61.0,15000.0,0.25,nan
method,1932-1939,1499,"Искров, Л. Е.",ИскровЛЕ,В бой за технику,nan,Обл. и диаграммы в тексте работы А. Егоровой.,nan,М.,Огиз—Молодая гвардия,1932.0,nan,143.0,10000.0,1.2,nan
nonfic,1932-1939,1500,NOAUTHOR,nan,История автомобиля,Книжка первая,nan,nan,Ростов-на-Дону,изд. Сев-кавкрайавтодора,1933.0,nan,12.0,100000.0,0.45,nan
method,1932-1939,1507,"Кажинский, Б. В.",КажинскийБВ,Ветродвигатель для самодельной электрической установки,nan,nan,nan,М.,Акад. пед. наук СССР,1939.0,Центр. детская технич. станция им. Н. М. Шверника,8.0,3000.0,nan,nan
method,1932-1939,1508,"Кажинский, Б. В.",КажинскийБВ,Модель ветродвигателя «КД-24»,nan,nan,nan,М.,Акад. пед. наук СССР,1939.0,Центр. детская технич. станция им. Н. М. Шверника,12.0,3000.0,0.2,nan
method,1932-1939,1512,"Казик, Н.",КазикН,Авиамодели,nan,nan,nan,Л.,Лоиз,1932.0,Политехнич. библиотека «Ленинских искр»,79.0,30000.0,0.75,nan
method,1932-1939,1516,NOAUTHOR,nan,Как выпускать стенную газету в школе,nan,nan,nan,М.,Акад. пед. наук СССР,1939.0,Центр. дом худож. воспитания детей,7.0,500.0,nan,nan
nonfic,1932-1939,1517,NOAUTHOR,nan,Как и где искать полезные ископаемые,nan,nan,nan,М.,газ. Колхозные ребята и Центральная детская туристич. станция,1935.0,В помощь юному туристу,24.0,5000.0,nan,nan
method,1932-1939,1519,NOAUTHOR,nan,Как намотать сотовую катушку,nan,nan,nan,М.,Акад. пед. наук СССР,1939.0,Центр. детская технич. станция им. Н. М. Шверника,4.0,2000.0,nan,nan
method,1932-1939,1520,NOAUTHOR,nan,Как пользоваться Аэроконструктором,nan,nan,nan,М.,Акад. пед. наук СССР,1937.0,nan,8.0,20000.0,nan,nan
method,1932-1939,1521,NOAUTHOR,nan,Как пользоваться детским телефонным аппаратом,nan,nan,nan,Л.,Акад. пед. наук СССР,1935.0,nan,14.0,10000.0,nan,nan
method,1932-1939,1522,NOAUTHOR,nan,Как самим построить буер,nan,nan,nan,М.,Акад. пед. наук СССР,1936.0,"Моск. гор. комитет ВЛКСМ, Моск. гор. отд. нар. образ",22.0,2000.0,nan,nan
method,1932-1939,1523,NOAUTHOR,nan,Как сделать буер,nan,nan,nan,М.,ОНТИ НКТП СССР,1935.0,Центр. детская технич. станция им. Н. М. Шверника при Наркомпросе РСФСР,8.0,1000.0,0.1,nan
method,1932-1939,1524,NOAUTHOR,nan,Как сделать лыжи,nan,nan,nan,М.,ОНТИ,1935.0,Центр. детская технич. станция им. Н. М. Шверника при Наркомпросе РСФСР,8.0,1000.0,0.1,nan
method,1932-1939,1525,NOAUTHOR,nan,Как сделать скульптуру из снега,nan,nan,nan,М.,"ОНТИ, Главная ред. научно-попул. и юношеской лит-ры",1935.0,Центр. детская технич. станция им. Н. М. Шверника при Наркомпросе РСФСР,4.0,1000.0,nan,nan
method,1932-1939,1526,NOAUTHOR,nan,Как сделать ширму и декорации для театра кукол,nan,nan,nan,М.,Акад. пед. наук СССР,1937.0,Центр. дом худож. воспитания детей РСФСР. Серия в помощь театральной самодеятельности,8.0,6000.0,0.15,nan
method,1932-1939,1526а,NOAUTHOR,nan,Как юннатам и опытникам готовить экспонаты для Всесоюзной сельскохозяйственной выставки 1937 года,nan,nan,nan,Куйбышев,Акад. пед. наук СССР,1937.0,"Всесоюзная с.-х. выставка, Москва, 1937. Сектор по работе с детьми",6.0,500.0,nan,nan
method,1932-1939,1527,NOAUTHOR,nan,Календарь пионера и школьника на 1935 год,nan,"Сост. бригадой авторов: Г. Глаголевым, В. Вейхманом, В. Павловым. Под общей ред. Флейса. Художн. Г лаго-лев.",nan,Хабаровск,Дальгиз,1935.0,nan,130.0,40500.0,2.6,nan
method,1932-1939,1528,NOAUTHOR,nan,Календарь школьника — сборщика лекарственно-технических растений,nan,Сост. Ж. К.,nan,М.,Акад. пед. наук СССР,1934.0,Всесоюзное экспортное объединение «Лектехсырье»,47.0,20000.0,0.7,nan
method,1932-1939,1529,"Калитии, Д.",КалитииД,Схематическая модель самолета,Пособие для кружков авиамоделистов,nan,nan,М.,Редиздат ЦС Осоавиахима СССР,1939.0,nan,32.0,25000.0,0.4,nan
