metagenre,vol,num,author,author_std,title,subtitle,editorial,genre,city,publisher,year,series,pages,printrun,price,contents
fic,1932-1939,3408,"Сэвли, Л.",СэвлиЛ,История одного мальчишки,,,,Л.,Лоиз,1932.0,,68.0,20000.0,0.6,
nonfic,1932-1939,3420,"Тайц, Я.; Грачев, Г.",ГрачевГ,Артек,,Фото Г. Грачева. Переплет Н. Шишловского.,,М.; Л.,Детиздат,1938.0,,104.0,25300.0,2.25,
nonfic,1932-1939,3423,"Тамби, В. А.",ТамбиВА,Воздушные работники,,Текст Л. Савельева.,,Л.,"Детгиз, Ленингр. отделение",1934.0,,12.0,50325.0,0.4,
fic,1932-1939,3424,"Тамби, В. А.",ТамбиВА,Гонки на воде,,,,М.,Огиз—Молодая гвардия,1932.0,,10.0,10000.0,0.5,
nonfic,1932-1939,3425,"Тамби, В. А.",ТамбиВА,Книга оварий,,Текст Е. Шварца.,,М.,Огиз—Молодая гвардия,1932.0,,10.0,10000.0,0.5,
method,1932-1939,3426,NOAUTHOR,,Танец с лентами,Для детских самодеятельных танцевальных кружков,Постановка Т. А. Устиновой. Музыка П. Чайковского из балета «Щелкунчик».,,М.,Акад. пед. наук СССР,1938.0,Центр. дом худож. воспитания детей РСФСР,9.0,3000.0,0.4,
fic,1932-1939,3427,"Тарабанов, В.",ТарабановВ,Поход василе-островцев,,Обл. Т. Певзнера.,,М.; Л.,Огиз—Молодая гвардия,1932.0,,56.0,10000.0,0.35,
method,1932-1939,3428,NOAUTHOR,,Тарантелла,,"Рис. Е. Стран-нолюбекой. Подготовлено к печати Центр, домом худож. воспитания детей РСФСР.",,М.; Л.,Музгиз,1939.0,Парные танцы,6.0,15000.0,0.2,
method,1932-1939,3431,"Тарасов, Г.",ТарасовГ,Театр петрушки,Руководство  ных петрушечных самодеятельных кружков,Под ред. заслуж. артиста Республики Г. С. Деммени. Обл. Тырсы.,,Л.,Облоно,1936.0,,136.0,5000.0,1.75,
fic,1932-1939,3442,"Тархова, В.",ТарховаВ,Кролики,,Рис. А.  Варфоломеева.,,Симферополь,Госиздат КрымАССР,1935.0,,16.0,10000.0,0.55,
nonfic,1932-1939,3469,NOAUTHOR,,Телевизор,,,,М.; Л.,Гос. техн.-теоретич. изд-во,1934.0,Центр. детская технич. станция НКП РСФСР,8.0,20000.0,0.1,
method,1932-1939,3470,NOAUTHOR,,Телескоп из очковых стекол,,,,М.,Сотрудник,1938.0,Для умелых рук,4.0,12000.0,0.8,
fic,1932-1939,3471,NOAUTHOR,,Теневой театр,,Сост. Т. Ка-раманенко.,,М.,Акад. пед. наук СССР,1939.0,Центр. дом худож. воспитания детей РСФСР. Худож. материалы,8.0,5000.0,,
coloring,1932-1939,3472,NOAUTHOR,,Теплоход,"Рисунки, текст и макет художн. В. Голицына",Ред. Техпроп Наркомвода СССР— Н. Нелидов.,,М.,Огиз—Молодая гвардия,1933.0,,1.0,25000.0,1.5,
method,1932-1939,3478,NOAUTHOR,,Техника ребятам,,,,Воронеж,Воронежская обл. детская технич. и с.-х. станция,1935.0,Делегату 1-й Воронежской обл. конференции ВЛКСМ,32.0,500.0,,
method,1932-1939,3479,NOAUTHOR,,Техническая игрушка — жироскоп,Описание и наставление к пользованию,,,Л.; М.,"ОНТИ, Главная ред. энергетич. лит-ры",1935.0,,16.0,10000.0,,
nonfic,1932-1939,3488,"Тихомиров, М. Н.",ТихомировМН,Первый печатник,,"Обл. и оформление С. И. Соколова. Заставка, концовка и рукописные буквы из книг и рукописей XVI века.",,М.,Посредник,1934.0,,88.0,8000.0,1.2,
fic,1932-1939,3498,"Тмин, Леля",ТминЛ,Звено Фрам и колхоз Луна,,Рис. и обл. Э. Будо-госского.,,М.; Л.,Огиз—Молодая гвардия,1932.0,,88.0,10000.0,0.7,
nonfic,1932-1939,3499,NOAUTHOR,,Товарищ Куйбышев,,,,М.,Огиз—Молодая гвардия,1935.0,Беседы у костра,112.0,25000.0,0.35,
nonfic,1932-1939,3500,NOAUTHOR,,Товарищ,Календарь-справочник  на 1932 г,,,М.; Л.,Огиз — Московский рабочий,1931.0,,191.0,100000.0,0.9,
nonfic,1932-1939,3501,NOAUTHOR,,Товарищ,Календарь-справочник  на 1932 г,"Под ред. Центр, ин-та деткомдвижения.",,М.; Л.,Огиз — Московский рабочий,1931.0,,191.0,100000.0,0.9,
method,1932-1939,3502,NOAUTHOR,,Товарищеское   письмо.  № 4,,,,М.,Акад. пед. наук СССР,1933.0,"«Пионерская правда», газ. Москва",10.0,3000.0,,
method,1932-1939,3503,NOAUTHOR,,Товарищеское   письмо.  № 5,,,,М.,Акад. пед. наук СССР,1933.0,"«Пионерская правда», газ. Москва",15.0,4000.0,,
method,1932-1939,3504,NOAUTHOR,,Товарищеское   письмо.  № 7,,,,М.,Акад. пед. наук СССР,1934.0,"«Пионерская правда», газ. Москва",10.0,3000.0,,
method,1932-1939,3505,NOAUTHOR,,Товарищеское   письмо.  № 1,,,,Иваново,Акад. пед. наук СССР,1934.0,"«Всегда готов», газ. Иваново",12.0,1500.0,,
method,1932-1939,3506,NOAUTHOR,,Товарищеское письмо редакторам стенных газет,,,,М.,Акад. пед. наук СССР,1937.0,"«Пионерская правда», газ. Москва",16.0,10000.0,,
method,1932-1939,3507,NOAUTHOR,,Токарный станок,,,,М.,Сотрудник,1939.0,Для умелых рук,1.0,12000.0,0.6,
method,1932-1939,3508,"Токмаков, Г. А.",ТокмаковГА,Приемник «1-У-О» с питанием от батареи,,,,М.,Акад. пед. наук СССР,1939.0,Центр. детская технич. станция им. Н. М. Шверника,8.0,3000.0,0.2,
method,1932-1939,3509,"Токмаков, Г. А.",ТокмаковГА,Приемник «1-У-О» с полным питанием от сети переменного тока,,,,М.,Акад. пед. наук СССР,1939.0,Центр. детская технич. станция им. Н. М. Шверника,8.0,3000.0,0.2,
method,1932-1939,3510,"Токмаков, Г. А.",ТокмаковГА,Простой детекторный приемник,,,,М.,Акад. пед. наук СССР,1939.0,Центр. детская технич. станция им. Н. М. Шверника,4.0,4000.0,0.1,
method,1932-1939,3511,"Толмачев, Н. С.",ТолмачевНС,Модели военных кораблей,Пособия  ников и военно-морских кружков Осоавиахима,,,М.,Редиздат ЦС Осоавиахима СССР,1939.0,,128.0,20000.0,2.25,
nonfic,1932-1939,3513,"Толстова, Н. А.",ТолстоваНА,"Пушкин. Биографии, монтаж  (1-й вариант.) Пособие для школ к дням 100-летия со дня смерти А",С. Пушкина,Под ред. А. С. Толстова.,,М.,Акад. пед. наук СССР,1936.0,НКПС. Центр. отд. школ,21.0,2500.0,,
nonfic,1932-1939,3514,"Толстова, Н. А.",ТолстоваНА,"Пушкин. Биографии, монтаж .  ( 2-й вариант.) Пособие для школ к дням 100-летая со дня смерти А",С. Пушкина,Под ред. А. С. Толстова.,,М.,Акад. пед. наук СССР,1936.0,НКПС. Центр. отд. школ,22.0,2500.0,,
fic,1932-1939,3596,"Толубаев, Л. М.; Павлов, М. Д.",ТолубаевЛМ,Юные ворошиловцы,,,,Москва; Куйбышев,Куйбышевское краевое изд-во,1935.0,,128.0,15000.0,1.5,
fic,1932-1939,3596,"Толубаев, Л. М.; Павлов, М. Д.",ПавловМД,Юные ворошиловцы,,,,Москва; Куйбышев,Куйбышевское краевое изд-во,1935.0,,128.0,15000.0,1.5,
nonfic,1932-1939,3599,NOAUTHOR,,Торговый флот СССР (морской),,Художн. В. Голицын.,,Л.,т-во Знание (кооп. т-во Сотрудник),1935.0,,12.0,40000.0,0.6,
folk,1932-1939,3607,NOAUTHOR,,Три поросенка,,Текст и рис. студии Вальтера Диснея. Пе-рев. и обраб. С. Михалкова. Изд. 2-е.,,М.; Л.,Детиздат,1937.0,,45.0,50000.0,3.75,
fic,1932-1939,3647,"Тушкан, Ю.; Лоскутов, М.",ТушканЮ,Голубой берег,,Рис. А. Силина.,,М.; Л.,Детиздат,1937.0,,214.0,25300.0,4.25,
nonfic,1932-1939,3657,"Тюрин, Н. И.",ТюринНИ,В поисках точности,,Обл. Тененбаума.,,М.; Л.,"ОНТИ, Главная ред. научно-попул. и юношеской лит-ры",1935.0,,120.0,10000.0,1.0,
method,1932-1939,3659,NOAUTHOR,,Увеличитель для электрического света,,,,М.,Акад. пед. наук СССР,1939.0,Центр. детская технич. станция им. Н. М. Шверника,4.0,2000.0,,
method,1932-1939,3660,NOAUTHOR,,Уголок живой природы в пионерлагере и на детской площадке,,,,Горький,Акад. пед. наук СССР,1934.0,Горьковская краевая детская технич. и с.-х. станция,22.0,600.0,,
method,1932-1939,3661,NOAUTHOR,,Уголь,Конструкция и текст Н. Булатова и П. Лопатина,Рис. В. Щеглова.,,М.,Огиз—Молодая гвардия,1932.0,,1.0,25000.0,0.65,
method,1932-1939,3664,NOAUTHOR,,Украинская пляска,Для детских самодеятельных - танцовальных кружков,Постановка А. Ф. Ткаченко.,,М.,Акад. пед. наук СССР,1938.0,Центр. дом худож. воспитания детей РСФСР,15.0,3000.0,0.5,
method,1932-1939,3664а,"Улицкий, Б. М.",УлицкийБМ,Самодельная метеорологическая станция,,,,М.; Л.,ОНТИ,1936.0,Юный конструктор,104.0,25000.0,1.0,
method,1932-1939,3665,"Ульрих, Е.; Саконская, Н.",УльрихЕ,Смотр игрушек-самоделок,,Илл. М. Синяковой.,,М.,Огиз—Молодая гвардия,1932.0,,12.0,50000.0,0.25,
method,1932-1939,3666,"Ульянин, И. А.",УльянинИА,Силуэтная композиция,,,,Л.,Ленпромпечатьсоюз,1939.0,,8.0,50000.0,0.35,
nonfic,1932-1939,3667,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,,Изд. 6-е.,,М.,Огиз—Молодая гвардия,1933.0,,32.0,75000.0,0.35,
nonfic,1932-1939,3668,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,,Изд. 7-е.,,М.,Огиз—Молодая гвардия,1933.0,,32.0,100000.0,0.25,
nonfic,1932-1939,3669,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,,,,Баку,Партиздат,1934.0,,40.0,8000.0,0.5,
nonfic,1932-1939,3670,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,,Гравюры И. Неутолимова. Изд. 8-е.,,М.,Детгиз,1935.0,,40.0,100000.0,0.9,
nonfic,1932-1939,3671,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,,Изд. 9-е.,,М.; Л.,Детиздат,1936.0,,48.0,50000.0,2.25,
nonfic,1932-1939,3672,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,,,,М.; Л.,Детиздат,1937.0,,32.0,350300.0,2.25,
nonfic,1932-1939,3673,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,,,,М.; Л.,Детиздат,1937.0,Школьная библиотека,32.0,400000.0,1.75,
nonfic,1932-1939,3674,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,,,,Хабаровск,Дальгиз,1937.0,,32.0,25000.0,0.5,
nonfic,1932-1939,3675,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,,,,М.; Л.,Детиздат,1938.0,,32.0,100000.0,2.25,
nonfic,1932-1939,3676,"Ульянова-Елизарова, А. И.",УльяноваАИ,Детские и школьные годы Ильича,,,,Ростов-на-Дону,Ростиздат,1939.0,,48.0,20000.0,1.0,
fic,1932-1939,3677,"Уманская, A.",УманскаяA,"О Ниночке, Тубике и Мишке",,,,Харьков,Художник,1939.0,,8.0,15000.0,0.9,
fic,1932-1939,3678,"Уржумский, П.",УржумскийП,Иоканьга,,Обл. и рис. Е. Иванова. Изд. 2-е. Одобрено учебно-методическим сектором Сев. крайоно.,,Архангельск,Огиз — Севкрайгиз,1932.0,Северная . краевая библиотека школ повышенного типа,47.0,5200.0,0.5,
fic,1932-1939,3679,"Уржумский, П.",УржумскийП,Мудьюг,,Обл. и илл. Е. Н. Иванова. Изд. 2-е.,,Архангельск,Северное краевое изд-во,1932.0,Северная краевая библиотека школьника I ступени. Для старших групп,32.0,5200.0,0.5,
fic,1932-1939,3684,"Успенский, Л.",УспенскийЛВ,Кот в„ самолете,,Рис. и обл. Г. Шевякова.,,М.; Л.,Детиздат,1938.0,,96.0,50000.0,2.0,Самолет и медведь; Как сеяли рыбу; Орел Николай Петров; Страшная птица; Хвостатый парашютист; Кот в самолете; Скопа
fic,1932-1939,3685,"Успенский, Л.",УспенскийЛВ,Храбрый мышонок,,Рис. Н. Селиванова-Картер.,,М.; Л.,Детиздат,1938.0,Маленькая библиотека,16.0,200300.0,0.3,
fic,1932-1939,3686,"Успенский, Л.",УспенскийЛВ,Четыре боевых случая,,Рис. К. Рудакова.,,М.; Л.,Детиздат,1938.0,,24.0,25000.0,1.3,Станица Пятиизбен-ная; Смелая разведка; У пулемета; На волоске
nonfic,1932-1939,3687,"Успенский, Л.",УспенскийЛВ,Четыре боевых случая,,Рис. К. Рудакова.,,М.,Детиздат,1938.0,,24.0,75000.0,1.3,см; № 3686
nonfic,1932-1939,3688,"Успенский, Л.",УспенскийЛВ,Четыре боевых случая,,Рис. К. Рудакова.,,М.; Л.,Детиздат,1938.0,Школьная библиотека,24.0,252000.0,0.3,
nonfic,1932-1939,3697,"Фабр, Ж.-А.",ФабрЖА,Жизнь насекомых,,"Обраб. Н. Н. Плавилыцикова. Ред. М. А. Гершензона и Н. С. До-роватовского. Вступит, статья: «Жан-Анри Фабр» — М. А. Гершензона. Переплет, форзац и титул Л. Лит-вак.",,М.; Л.,Детиздат,1936.0,Библиотека юного натуралиста,338.0,25000.0,14.0,
nonfic,1932-1939,3698,"Фабр, Ж.-А.",ФабрЖА,Жизнь насекомых,,"Обраб. и послесловие Н. Н. Плавилыцикова. Ред. М. А. Гершензона и Н. С Дороватовского. Вступит, статья М. А. Гершензона.",,М.; Л.,Детиздат,1938.0,Школьная библиотека,312.0,70000.0,7.0,
nonfic,1932-1939,3699,"Фабр, Ж.-А.",ФабрЖА,Шестиногие,,"Пересказал для детей Н. Н. Плавильщиков. Илл., портреты, заставки и концовки A. А. Брея, М. П. Смирнова, И. С. Неутолимова и М. В. Маторина.",,М.,Детгиз,1935.0,,116.0,50000.0,2.25,Пчела-каменщица; Сфекс-охотник; За сверчками; Сфекс и эфиппигера; Аммофила — охотничья собака; Бембекс-му-холов; История одной лакомки; Пелопей — любитель грязи; Навозный шар; Упрямый музыкант; Приключения Майки; Жуки-могильщики; Дорога домой
nonfic,1932-1939,3715,"Фалькенштейн, Б. Ю.",ФалькенштейнБЮ,Наши грызуны,Определитель грызунов европейской части СССР. Пособие  Утверждено НКП РСФСР,,,М.; Л.,Учпедгиз,1937.0,,72.0,10000.0,1.5,
method,1932-1939,3715а,"Фалькнер, В. Н.",ФалькнерВН,Будем сильны и здоровы,,,,М.,Учгиз,1932.0,,30.0,5000.0,0.5,
method,1932-1939,3719,"Фатеев, Е. М.",ФатеевЕМ,Сделай сам ветродвигатель,,,,М.; Л.,Энергоиздат,1933.0,Юношеская научно-технич. библиотека,106.0,5000.0,1.0,
method,1932-1939,3720,"Фатеев, Е. М.",ФатеевЕМ,Сделай сам ветродвигатель,,Изд. 2-е.,,М.; Л.,Энергоиздат,1934.0,Юношеская научно-технич. библиотека,112.0,25000.0,1.0,
method,1932-1939,3722,"Федоров, В. А.",ФедоровВА,Кружки юных краеведов,Программа-инструкция,Под ред. Е. |К. Замысловской.,,Л.,Лобоно,1936.0,Об-во изучения Ленинградской обл,63.0,2500.0,1.0,
nonfic,1932-1939,3723,"Федоров, Е. К.",ФедоровЕК,Зимовка на мысе Челюскин,,,,М.; Л.,Детиздат,1939.0,Книга за книгой,48.0,200300.0,0.65,
nonfic,1932-1939,3724,"Федоровский, Н. М. [проф.]",ФедоровскийНМ,В стране алмазов и золота,Путешествие по Южной Африке,,,М.; Л.,Главная ред. геолого-развед. и геодезич. лит-ры,1935.0,Юношеская научно-технич. библиотека,164.0,20000.0,1.75,
nonfic,1932-1939,3725,"Федоровский, Н. М. [проф.]",ФедоровскийНМ,Охотники за камнями,Из прошлого и настоящего горного Урала,Переплет Л. Литвак.,,М.; Л.,"ОНТИ, Главная ред. научно-попул. и юношеской лит-ры",1935.0,,191.0,15000.0,2.35,
nonfic,1932-1939,3726,"Федоровский, Н. М. [проф.]",ФедоровскийНМ,По горам и пустыням Средней Азии,,"Переплет И. Тенен-баума. Заставки, концовки и инициалы Н. Смольянинова.",,М.; Л.,"ОНТИ, Главная ред. научно-попул. и юношеской лит-ры",1937.0,,183.0,20000.0,1.5,
method,1932-1939,3728,"Федосеев, П.",ФедосеевП,Электричество в действии,Пособие для 4-го года обучения начальной школы,,,Саратов,Нижневолжское краевое изд-во,1932.0,Библиотека начальной школы,47.0,5150.0,0.6,
nonfic,1932-1939,3731,"Федюшкин, И.; Кондратьев, И.",ФедюшкинИ,Станица в столице,,Рис. Митурича.,,М.,Крестьянская газета,1932.0,,47.0,30000.0,0.25,
nonfic,1932-1939,3731,"Федюшкин, И.; Кондратьев, И.",КондратьевИ,Станица в столице,,Рис. Митурича.,,М.,Крестьянская газета,1932.0,,47.0,30000.0,0.25,
nonfic,1932-1939,3734,"Ферсман, А. Е.",ФерсманАЕ,Занимательная минералогия,,"Обл. и форзац работы художн. Ю.. Д. Скалдина. Изд. 4-е, доп.",,Л.,"Молодая гвардия, Ленинградское отделение",1935.0,,252.0,25000.0,3.0,
nonfic,1932-1939,3735,"Ферсман, А. Е.",ФерсманАЕ,Занимательная минералогия,,Изд. 5-е.,,М.; Л.,Детиздат,1937.0,,240.0,25000.0,10.0,
nonfic,1932-1939,3737,"Филатов, В.",ФилатовВ,За хлопок,,Рис. Н. Яковлева.,,Москва; Ташкент,Огиз,1932.0,,16.0,100000.0,0.5,
nonfic,1932-1939,3739,"Филистович, М. Г.",ФилистовичМГ,Из истории великих изобретений,,,,Краснодар,Краевое кн-во,1939.0,,96.0,7000.0,3.5,
fic,1932-1939,3740,"Финогенов, А.",ФиногеновА,Кто впереди,,Рис. М. Герец.,,Л.,Лоиз,1932.0,Библиотека «Ленинских искр»,26.0,15000.0,0.4,
nonfic,1932-1939,3744,"Фламмарион, К.",ФламмарионК,Популярная астрономия,,Ред. и доп. Б. А. Воронцова-Вельяминова.,,М.; Л.,Детиздат,1939.0,,304.0,15000.0,7.75,
coloring,1932-1939,3745,"Флеров, К. К.",ФлеровКК,Альбом наших пушных зверей,,Сост. научный сотрудник I разряда Зоологич. ин-та Академии наук СССР К. Флеров. Художн. М. М. Далькевич.,,Л.,Ленкультпромсоюз т-ва Новая школа,1933.0,,11.0,25000.0,1.75,
nonfic,1932-1939,3746,"Флиттнер, Н. Л.",ФлиттнерНЛ,В стране пирамид,Утв. Наркомпросом РСФСР,Художн. П. Н. Григорьевский.,,М.; Л.,Учпедгиз,1936.0,Библиотека по истории для средней школы,184.0,35000.0,1.55,
nonfic,1932-1939,3747,"Флиттнер, Н. Л.",ФлиттнерНЛ,На берегах Евфрата и Тигра,Допущено НКП РСФСР,,,Л.,Учпедгиз. Ленинградское отделение,1938.0,Библиотека по истории,164.0,10000.0,1.7,
method,1932-1939,3749,"Фольман, Ф.; Бонюк, В.",ФольманФ,Пора вставать,,Обл. И. Царевич. Фото Р. Апин.,,М.,Огиз—Молодая гвардия,1932.0,,24.0,50000.0,0.3,
fic,1932-1939,3749,"Фольман, Ф.; Бонюк, В.",БонюкВ,Пора вставать,,Обл. И. Царевич. Фото Р. Апин.,,М.,Огиз—Молодая гвардия,1932.0,,24.0,50000.0,0.3,
nonfic,1932-1939,3750,"Фомичев, В. Д.",ФомичевВД,Кузнецкий каменноугольный бассейн,,,,Ленинград; Москва; Новосибирск,Горгеонефтеиздат,1933.0,Юношеская научно-технич. библиотека,88.0,3000.0,0.8,
method,1932-1939,3755,"Формозов, А. Н.",ФормозовАН,Спутник следопыта,,Рис. автора.,,М.; Л.,Детиздат,1936.0,,279.0,25000.0,5.5,
nonfic,1932-1939,3756,"Фортунатова, Е. Я.; Шлегер, Л. К.",ФортунатоваЕЯ,Когда это бывает? Наблюдения природы,I. Весна и лето,Рис. Т. Н. Шевченко.,,М.,Посредник,1932.0,,47.0,21000.0,0.4,
nonfic,1932-1939,3756,"Фортунатова, Е. Я.; Шлегер, Л. К.",ШлегерЛК,Когда это бывает? Наблюдения природы,I. Весна и лето,Рис. Т. Н. Шевченко.,,М.,Посредник,1932.0,,47.0,21000.0,0.4,
nonfic,1932-1939,3757,"Фортунатова, Е. Я.; Шлегер, Л. К.",ФортунатоваЕЯ,Когда это бывает? Наблюдения природы,II. Осень..,Рис. Т.  Н. Шевченко.,,М.,Посредник,1932.0,,31.0,25000.0,0.3,
nonfic,1932-1939,3757,"Фортунатова, Е. Я.; Шлегер, Л. К.",ШлегерЛК,Когда это бывает? Наблюдения природы,II. Осень..,Рис. Т.  Н. Шевченко.,,М.,Посредник,1932.0,,31.0,25000.0,0.3,
nonfic,1932-1939,3758,"Фортунатова, Е. Я.; Шлегер, Л. К.",ФортунатоваЕЯ,Когда это бывает? Наблюдения природы,III. Зима,Рис. Т.  Н. Шевченко.,,М.,Посредник,1933.0,,32.0,25000.0,0.5,
nonfic,1932-1939,3758,"Фортунатова, Е. Я.; Шлегер, Л. К.",ШлегерЛК,Когда это бывает? Наблюдения природы,III. Зима,Рис. Т.  Н. Шевченко.,,М.,Посредник,1933.0,,32.0,25000.0,0.5,
fic,1932-1939,3771,"Фрейберг, П.",ФрейбергП,На смотр,,,,М.,Огиз—Молодая гвардия,1932.0,,16.0,10000.0,0.9,
nonfic,1932-1939,3772,"Френкель, И. М.",ФренкельИМ,Леса без зелени,,Илл. и обл. художн. С. Ков-ровского.,,М.; Л.,Госстройиздат,1934.0,Юношеская научно-технич. библиотека. Научно-попул. серия,72.0,17000.0,0.7,
nonfic,1932-1939,3773,"Фридман, В. Г. [проф.]",ФридманВГ,На чем Земля держится,,"Изд. 5-е, доп.",,М.,Гаиз,1938.0,Школьная библиотека,96.0,30000.0,1.0,
nonfic,1932-1939,3774,"Фридман, В. Г. [проф.]",ФридманВГ,Электрический трамвай,,"Изд. 3-е, исправл. и доп.",,М.; Л.,Гос. техн.-теоретич. изд-во,1932.0,,88.0,10000.0,1.5,
fic,1932-1939,3776,"Фролов, И. В.",ФроловИВ,Серега на маневрах,,Рис. художн. В. Глана.,,М.,Крестьянская газета,1932.0,Библиотечка журн. «Дружные ребята»,32.0,30000.0,0.1,
method,1932-1939,3778,"Фроловский, Д. И.",ФроловскийДИ,Что должен знать молодой каменщик,,,,М.; Л.,Госстройиздат,1933.0,Юношеская научно-технич. библиотека. Серия «Овладевай техникой производства»,70.0,10000.0,0.7,
method,1932-1939,3789,"Хазанов, И. Л.",ХазановИЛ,Самодельные насосы,,Илл. Д. Смирнова.,,М.,Детгиз,1935.0,,46.0,50000.0,0.6,
method,1932-1939,3790,"Хальский, С. Д.",ХальскийСД,Конструктор-самоделка,,Обл. и рис. Г. И. Хальокой.,,М.,Детгиз,1935.0,,67.0,25000.0,1.25,
fic,1932-1939,3791,"Хальский, С. Д.",ХальскийСД,Тридцать три затеи,,Вып. 2-й.,,М.,Детиздат,1935.0,,32.0,25000.0,1.2,
nonfic,1932-1939,3793,"Ханисов, Г. А.",ХанисовГА,И. И. Мечников,Его жизнь и научная деятельность,,,М.; Л.,Детиздат,1939.0,Школьная библиотека,112.0,75000.0,1.5,
nonfic,1932-1939,3801,"Хлебников, Н. С.",ХлебниковНС,Катодная лампа и ее применение,,,,М.; Л.,Учпедгиз,1932.0,Рабочая школьная библиотека. Серия по физике,87.0,5000.0,1.0,
fic,1932-1939,3808,"Холтман, Р.",ХолтманР,Американские батрачата,,Рис. художн. П. А. Миту-рича.,,М.,Крестьянская газета,1932.0,Библиотечка журн. «Дружные ребята»,37.0,30000.0,0.2,
method,1932-1939,3809,NOAUTHOR,,Хоровод,,"Сост. Т. Д. Онегина. Рис. Е. Страннолюбской. Подготовлено к печати Центр, домом худож. воспитания детей РСФСР.",,М.; Л.,Музгиз,1939.0,Массовые танцы,4.0,15000.0,0.15,
nonfic,1932-1939,3813,NOAUTHOR,,Хочу знать всё,Чудеса техники. Автор игры Л. Д. Френкель,,,М.; Л.,Детиздат,1938.0,,128.0,25000.0,14.0,
fic,1932-1939,3814,"Хренов, И.",ХреновИ,4-я бригада,,Рис. М. Герц.,,Л.,Лоиз,1932.0,За политехнич. школу. Библиотека «Ленинских искр»,40.0,15000.0,0.2,
method,1932-1939,3816,NOAUTHOR,,Художественный материал детей дошкольного возраста 5 XXI! годовщине Великой Октябрьской социалистической революции,,,,М.,Акад. пед. наук СССР,1939.0,Центр. дом худож. воспитания детей,56.0,7100.0,2.0,
method,1932-1939,3817,NOAUTHOR,,Художественный материал ко дню 1 Мая,,,,М.,Акад. пед. наук СССР,1939.0,Центр. дом худож. воспитания детей,80.0,7500.0,2.25,
method,1932-1939,3818,NOAUTHOR,,Художественный материал ко дню 1 Мая,,,,М.,Акад. пед. наук СССР,1939.0,Центр. дом худож. воспитания детей,104.0,5000.0,2.25,
fic,1932-1939,3820,"Цауне, В.",ЦаунеВ,Один... два... два..,,Рис. и обл. П. Кондратьева.,,М.; Л.,Огиз—Молодая гвардия,1932.0,,46.0,25000.0,1.0,
nonfic,1932-1939,3821,"Пентелович, Ф. Ф.",ПентеловичФФ,Озеро и жизнь в нем,,Под ред. проф. Г. Карзинкина.,,М.,Акад. пед. наук СССР,1936.0,Центр. бюро краеведения и Центр. детская экскурсионно-туристич. станция,48.0,10000.0,0.6,
nonfic,1932-1939,3824,"Цингер, А. В.",ЦингерАВ,Занимательная ботаника,,"Изд. 4-е, перераб. и доп.",,Л.,Огиз—Молодая гвардия,1934.0,,185.0,30000.0,2.0,
nonfic,1932-1939,3832,"Цирк, Дурова",ЦиркД,Текст М,Зиа-на. Автор-художн. А. Старческий,,,Харьков,Обл. комитет Красного креста,1934.0,,8.0,100000.0,0.7,
method,1932-1939,3833,"Цыбин, Н.",ЦыбинНВ,Самодельный телефон,,,,М.,ЦС Осоавиахима СССР,1933.0,Сектор по работе среди детей ЦС Осоавиахима,7.0,15000.0,,
fic,1932-1939,3834,"Цымек, А.; Зуев, И. В.",ЦымекА,Зеленое золото,,,,Москва; Хабаровск,Дальгиз,1934.0,,116.0,10500.0,1.5,
fic,1932-1939,3834,"Цымек, А.; Зуев, И. В.",ЗуевИВ,Зеленое золото,,,,Москва; Хабаровск,Дальгиз,1934.0,,116.0,10500.0,1.5,
fic,1932-1939,3840,"Чаплина, В. В.; Глазов, А.",ГлазовА,Кинули,,,,М.,Детиздат,1936.0,,16.0,25000.0,1.25,
method,1932-1939,3842,NOAUTHOR,,Чардаш,Описание танца,"Рис. Е. Страннолюбской. Подготовлено к печати Центр, домом худож. воспитания детей РСФСР.",,М.; Л.,Музгиз,1939.0,Парные танцы,6.0,30000.0,0.2,
nonfic,1932-1939,3845,"Чарнлей, М.",ЧарнлейМ,Братья Райт,,,,М.; Л.,Детиздат,1938.0,Жизнь замечательных людей,108.0,25300.0,0.3,
nonfic,1932-1939,3865,"Чачко, М. И.",ЧачкоМИ,Люди моего завода,,,,М.,Огиз—Молодая гвардия,1933.0,,72.0,25000.0,1.2,
nonfic,1932-1939,3867,"Чекина, С.",ЧекинаС,Дети Заполярья,,,,М.,Акад. пед. наук СССР,1937.0,Микрофонные материалы Всесоюзного радиокомитета. Ред. детского вещания.,17.0,100.0,,
nonfic,1932-1939,3868,NOAUTHOR,,Челябинский тракторный завод,,Рис. В. Челинцевой. Текст М. Рижского.,,Свердловск,Уралогиз,1933.0,,12.0,10000.0,0.5,
